station,distance_km,sample,ratio
CI.LRL,33.1639,19.3055,0
CI.LRL,33.1639,19.3555,0
CI.LRL,33.1639,19.4055,0
CI.LRL,33.1639,19.4555,0
CI.LRL,33.1639,19.5055,0
CI.LRL,33.1639,19.5555,0
CI.LRL,33.1639,19.6055,0
CI.LRL,33.1639,19.6555,0
CI.LRL,33.1639,19.7055,0
CI.LRL,33.1639,19.7555,0
CI.LRL,33.1639,19.8055,0
CI.LRL,33.1639,19.8555,0
CI.LRL,33.1639,19.9055,0
CI.LRL,33.1639,19.9555,0
CI.MPM,33.5213,19.9055,0
CI.MPM,33.5213,19.9555,0
CI.SLA,31.4761,-2.0195,1.00018
CI.SLA,31.4761,-1.9695,1.00017
CI.SLA,31.4761,-1.9195,1.00016
CI.SLA,31.4761,-1.8695,1.00015
CI.SLA,31.4761,-1.8195,1.00015
CI.SLA,31.4761,-1.7695,1.00014
CI.SLA,31.4761,-1.7195,1.00013
CI.SLA,31.4761,-1.6695,1.00013
CI.SLA,31.4761,-1.6195,1.00013
CI.SLA,31.4761,-1.5695,1.00012
CI.SLA,31.4761,-1.5195,1.00012
CI.SLA,31.4761,-1.4695,1.00012
CI.SLA,31.4761,-1.4195,1.00012
CI.SLA,31.4761,-1.3695,1.00011
CI.SLA,31.4761,-1.3195,1.00012
CI.SLA,31.4761,-1.2695,1.00012
CI.SLA,31.4761,-1.2195,1.00011
CI.SLA,31.4761,-1.1695,1.00012
CI.SLA,31.4761,-1.1195,1.00012
CI.SLA,31.4761,-1.0695,1.00011
CI.SLA,31.4761,-1.0195,1.00011
CI.SLA,31.4761,-0.9695,1.00011
CI.SLA,31.4761,-0.9195,1.00011
CI.SLA,31.4761,-0.8695,1.00011
CI.SLA,31.4761,-0.8195,1.00011
CI.SLA,31.4761,-0.7695,1.0001
CI.SLA,31.4761,-0.7195,1.0001
CI.SLA,31.4761,-0.6695,1.00009
CI.SLA,31.4761,-0.6195,1.00009
CI.SLA,31.4761,-0.5695,1.00008
CI.SLA,31.4761,-0.5195,1.00007
CI.SLA,31.4761,-0.4695,1.00006
CI.SLA,31.4761,-0.4195,1.00005
CI.SLA,31.4761,-0.3695,1.00005
CI.SLA,31.4761,-0.3195,1.00004
CI.SLA,31.4761,-0.2695,1.00003
CI.SLA,31.4761,-0.2195,1.00003
CI.SLA,31.4761,-0.1695,1.00002
CI.SLA,31.4761,-0.1195,1.00002
CI.SLA,31.4761,-0.0695,1.00001
CI.SLA,31.4761,-0.0195,1
CI.SLA,31.4761,0.0305,0.999997
CI.SLA,31.4761,0.0805,0.999993
CI.SLA,31.4761,0.1305,0.999991
CI.SLA,31.4761,0.1805,0.999988
CI.SLA,31.4761,0.2305,0.999992
CI.SLA,31.4761,0.2805,0.999995
CI.SLA,31.4761,0.3305,0.999997
CI.SLA,31.4761,0.3805,1
CI.SLA,31.4761,0.4305,1.00001
CI.SLA,31.4761,0.4805,1.00002
CI.SLA,31.4761,0.5305,1.00002
CI.SLA,31.4761,0.5805,1.00003
CI.SLA,31.4761,0.6305,1.00003
CI.SLA,31.4761,0.6805,1.00003
CI.SLA,31.4761,0.7305,1.00003
CI.SLA,31.4761,0.7805,1.00003
CI.SLA,31.4761,0.8305,1.00003
CI.SLA,31.4761,0.8805,1.00003
CI.SLA,31.4761,0.9305,1.00003
CI.SLA,31.4761,0.9805,1.00002
CI.SLA,31.4761,1.0305,1.00002
CI.SLA,31.4761,1.0805,1.00002
CI.SLA,31.4761,1.1305,1.00002
CI.SLA,31.4761,1.1805,1.00002
CI.SLA,31.4761,1.2305,1.00002
CI.SLA,31.4761,1.2805,1.00002
CI.SLA,31.4761,1.3305,1.00002
CI.SLA,31.4761,1.3805,1.00003
CI.SLA,31.4761,1.4305,1.00003
CI.SLA,31.4761,1.4805,1.00004
CI.SLA,31.4761,1.5305,1.00004
CI.SLA,31.4761,1.5805,1.00004
CI.SLA,31.4761,1.6305,1.00004
CI.SLA,31.4761,1.6805,1.00004
CI.SLA,31.4761,1.7305,1.00004
CI.SLA,31.4761,1.7805,1.00003
CI.SLA,31.4761,1.8305,1.00003
CI.SLA,31.4761,1.8805,1.00003
CI.SLA,31.4761,1.9305,1.00003
CI.SLA,31.4761,1.9805,1.00002
